Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.0009712267121129644,0.887068,0.653350,10172.50
2,0.0009712267121129644,0.544987,0.504435,10172.50
3,0.0009712267121129644,0.486803,0.473299,10172.50
4,0.0009712267121129644,0.457708,0.458222,10172.50
5,0.0009712267121129644,0.445085,0.447545,10172.50
6,0.0009712267121129644,0.437115,0.444671,10172.50
7,0.0009712267121129644,0.433181,0.447915,10172.50
8,0.0009712267121129644,0.431462,0.435198,10172.50
9,0.0009712267121129644,0.426505,0.438886,10172.50
10,0.0009712267121129644,0.439130,0.481481,10172.50
11,0.0009712267121129644,0.446952,0.462203,10172.50
12,0.0009712267121129644,0.431301,0.446973,10172.50
13,0.0009712267121129644,0.424629,0.440218,10172.50
14,0.0009712267121129644,0.421614,0.436797,10172.50
15,0.0009712267121129644,0.419803,0.436469,10172.50
16,0.0009712267121129644,0.418205,0.434404,10172.50
17,0.0009712267121129644,0.416885,0.434036,10172.50
18,0.0008611239027612514,0.416007,0.432330,10172.50
19,0.0008611239027612514,0.412888,0.429536,10172.50
20,0.0008611239027612514,0.411421,0.425867,10172.50
21,0.0008611239027612514,0.410165,0.424188,10172.50
22,0.0008611239027612514,0.409335,0.424226,10172.50
23,0.0008611239027612514,0.408858,0.424146,10172.50
24,0.0008611239027612514,0.408409,0.423989,10172.50
25,0.0008611239027612514,0.408068,0.424466,10172.50
26,0.0008611239027612514,0.407804,0.424230,10172.50
27,0.0008611239027612514,0.407398,0.424198,10172.50
28,0.0008611239027612514,0.407108,0.424074,10172.50
29,0.0008611239027612514,0.406803,0.424372,10172.50
30,0.0008611239027612514,0.406372,0.423292,10172.50
31,0.0008611239027612514,0.405841,0.423297,10172.50
32,0.0008611239027612514,0.405442,0.423554,10172.50
33,0.0008611239027612514,0.405033,0.422855,10172.50
34,0.0008611239027612514,0.404630,0.422856,10172.50
35,0.0008611239027612514,0.404310,0.422846,10172.50
36,0.0007635028636038179,0.404048,0.423136,10172.50
37,0.0007635028636038179,0.403189,0.421811,10172.50
38,0.0007635028636038179,0.402255,0.419989,10172.50
39,0.0007635028636038179,0.401656,0.419603,10172.50
40,0.0007635028636038179,0.401172,0.419457,10172.50
41,0.0007635028636038179,0.400949,0.419722,10172.50
42,0.0007635028636038179,0.400758,0.419594,10172.50
43,0.0007635028636038179,0.400552,0.420029,10172.50
44,0.0007635028636038179,0.400333,0.419719,10172.50
45,0.0007635028636038179,0.400219,0.419388,10172.50
46,0.0007635028636038179,0.399870,0.418829,10172.50
47,0.0007635028636038179,0.399481,0.418916,10172.50
48,0.0007635028636038179,0.399284,0.418448,10172.50
49,0.0007635028636038179,0.399036,0.418023,10172.50
50,0.0007635028636038179,0.398679,0.417521,10172.50
